FECHA_CORTE,FECHA_MUESTRA,SUB_REGION,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IPRESS,CATEGORIA,MICRORED,RED,EJECUTORA,RENAES,Mes,09-11A,12-17A,18A
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,AYABACA,200201,PORTACHUELO DE YANTA,I-2,AYABACA,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1930,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,AYABACA,200201,PORTACHUELO DE YANTA,I-2,AYABACA,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1930,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,AYABACA,200201,GICLAS,I-1,AYABACA,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1931,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,AYABACA,200201,GICLAS,I-1,AYABACA,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1931,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,AYABACA,200201,GICLAS,I-1,AYABACA,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1931,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LAS LOMAS,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1932,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LAS LOMAS,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1932,202401,0,1,3
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LAS LOMAS,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1932,202402,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,POTRERILLO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1933,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,POTRERILLO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1933,202402,0,0,1
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,POTRERILLO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1933,202401,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,CHIPILLICO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1934,202403,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,CHIPILLICO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1934,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,CHIPILLICO,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1934,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL SAUCE-LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1935,202402,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL SAUCE-LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1935,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL SAUCE-LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1935,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PAMPA ELERA BAJA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1936,202403,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PAMPA ELERA BAJA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1936,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PAMPA ELERA BAJA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1936,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PELINGARA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1937,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PELINGARA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1937,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PELINGARA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1937,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,HUACHUMA ALTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1938,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,HUACHUMA ALTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1938,202401,0,0,1
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,HUACHUMA ALTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1938,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SAN FRANCISCO DE PAMPA ELERA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1939,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SAN FRANCISCO DE PAMPA ELERA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1939,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SAN FRANCISCO DE PAMPA ELERA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1939,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SANTA ELENA - LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1940,202401,0,0,1
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SANTA ELENA - LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1940,202403,0,2,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,SANTA ELENA - LAS LOMAS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1940,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PUERTA PULACHE,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1941,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PUERTA PULACHE,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1941,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,PUERTA PULACHE,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1941,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,GARABATOS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1942,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,GARABATOS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1942,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,GARABATOS,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1942,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL PARTIDOR,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1943,202401,0,0,1
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL PARTIDOR,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1943,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,EL PARTIDOR,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1943,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LA MENTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1944,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LA MENTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1944,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,PIURA,LAS LOMAS,200111,LA MENTA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1944,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SUYO,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1945,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SUYO,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1945,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SUYO,I-3,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1945,202401,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,CHIRINOS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1946,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,CHIRINOS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1946,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,CHIRINOS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1946,202401,0,1,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,PAMPA LARGA-GUITARRAS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1947,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,PAMPA LARGA-GUITARRAS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1947,202402,0,0,1
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,PAMPA LARGA-GUITARRAS,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1947,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TINA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1948,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TINA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1948,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TINA,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1948,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TIENDA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1949,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TIENDA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1949,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,LA TIENDA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1949,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SURPAMPA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1950,202401,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SURPAMPA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1950,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SURPAMPA,I-2,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1950,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SARAYUYO,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1951,202402,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SARAYUYO,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1951,202403,0,0,0
20240331,20240401,LUCIANO CASTILLO COLONNA,PIURA,AYABACA,SUYO,200210,SARAYUYO,I-1,LAS LOMAS,AYABACA,SALUD LUCIANO CASTILLO COLONNA,1951,202401,0,0,0
